,#,When,Who,Problem,Lang,Verdict,Time,Memory
710,20047537,Aug/22/2016 17:11,tourist,A - King Moves,GNU C++11,Accepted,31 ms,2000 KB
711,18867022,Jul/03/2016 14:40,"Never Lucky: subscriber, tourist",C - Limak and Shooting Points,GNU C++11,Accepted,46 ms,600 KB
712,18866826,Jul/03/2016 14:25,"Never Lucky: subscriber, tourist",F - Coprime Permutation,GNU C++11,Accepted,639 ms,74600 KB
713,18866302,Jul/03/2016 13:43,"Never Lucky: subscriber, tourist",C - Limak and Shooting Points,GNU C++11,Skipped,46 ms,600 KB
714,18865864,Jul/03/2016 13:04,"Never Lucky: subscriber, tourist",E - Huffman Coding on Segment,GNU C++11,Accepted,2464 ms,9100 KB
715,18865716,Jul/03/2016 12:53,"Never Lucky: subscriber, tourist",E - Huffman Coding on Segment,GNU C++11,Wrong answer on pretest 2,15 ms,7800 KB
716,18865568,Jul/03/2016 12:39,"Never Lucky: subscriber, tourist",D - Cron,GNU C++11,Accepted,93 ms,6000 KB
717,18865109,Jul/03/2016 11:58,"Never Lucky: subscriber, tourist",B - Break Up,GNU C++11,Accepted,265 ms,11100 KB
718,18865063,Jul/03/2016 11:54,"Never Lucky: subscriber, tourist",A - LRU,GNU C++11,Accepted,109 ms,27600 KB
719,18864846,Jul/03/2016 11:30,"Never Lucky: subscriber, tourist",A - LRU,GNU C++11,Hacked,93 ms,27600 KB
720,18838973,Jul/01/2016 13:53,"Never Lucky: tourist, subscriber#",E - Travelling Through the Snow Queen's Kingdom,GNU C++11,Accepted,748 ms,39200 KB
721,18838869,Jul/01/2016 13:46,"Never Lucky: tourist, subscriber#",E - Travelling Through the Snow Queen's Kingdom,GNU C++11,Wrong answer on test 2,748 ms,39000 KB
722,18838398,Jul/01/2016 13:11,"Never Lucky: tourist, subscriber#",D - Kay and Eternity,GNU C++11,Accepted,810 ms,10900 KB
723,18838237,Jul/01/2016 13:00,"Never Lucky: tourist, subscriber#",C - Optimal Point,GNU C++11,Accepted,483 ms,29000 KB
724,18837684,Jul/01/2016 12:21,"Never Lucky: tourist, subscriber#",B - Kay and Snowflake,GNU C++11,Accepted,545 ms,62100 KB
725,18837562,Jul/01/2016 12:11,"Never Lucky: tourist, subscriber#",A - Robbers' watch,GNU C++11,Accepted,31 ms,0 KB
726,18806260,Jun/29/2016 21:50,tourist,E - TOF,GNU C++11,Accepted,296 ms,3200 KB
727,18802718,Jun/29/2016 21:23,tourist,D - Dividing Kingdom II,GNU C++11,Accepted,1170 ms,17700 KB
728,18802183,Jun/29/2016 21:20,tourist,D - Dividing Kingdom II,GNU C++11,Wrong answer on pretest 2,15 ms,17700 KB
729,18790045,Jun/29/2016 20:17,tourist,C - The Values You Can Make,GNU C++11,Accepted,46 ms,1500 KB
730,18788540,Jun/29/2016 20:13,tourist,B - Remainders Game,GNU C++11,Accepted,265 ms,0 KB
731,18786960,Jun/29/2016 20:09,tourist,A - NP-Hard Problem,GNU C++11,Accepted,93 ms,32800 KB
732,17797317,May/07/2016 21:04,"Never Lucky: subscriber, tourist",G - Choosing Ads,GNU C++11,Time limit exceeded on pretest 10,3000 ms,449600 KB
733,17797213,May/07/2016 21:03,"Never Lucky: subscriber, tourist",G - Choosing Ads,GNU C++11,Time limit exceeded on pretest 10,3000 ms,449700 KB
734,17797154,May/07/2016 21:03,"Never Lucky: subscriber, tourist",D - Bearish Fanpages,GNU C++11,Wrong answer on pretest 4,109 ms,22000 KB
735,17797050,May/07/2016 21:01,"Never Lucky: subscriber, tourist",D - Bearish Fanpages,GNU C++11,Wrong answer on pretest 3,15 ms,20200 KB
736,17796852,May/07/2016 20:58,"Never Lucky: subscriber, tourist",G - Choosing Ads,GNU C++11,Time limit exceeded on pretest 10,3000 ms,97200 KB
737,17795352,May/07/2016 20:30,"Never Lucky: subscriber, tourist",D - Bearish Fanpages,GNU C++11,Wrong answer on pretest 5,3259 ms,30000 KB
738,17795212,May/07/2016 20:27,"Never Lucky: subscriber, tourist",D - Bearish Fanpages,GNU C++11,Wrong answer on pretest 1,31 ms,20200 KB
739,17792837,May/07/2016 19:45,"Never Lucky: subscriber, tourist",F - Bears and Juice,GNU C++11,Accepted,312 ms,2300 KB
740,17792803,May/07/2016 19:45,"Never Lucky: subscriber, tourist",F - Bears and Juice,GNU C++11,Memory limit exceeded on pretest 1,0 ms,262100 KB
741,17791548,May/07/2016 19:28,"Never Lucky: subscriber, tourist",C - Levels and Regions,GNU C++11,Accepted,451 ms,17900 KB
742,17788002,May/07/2016 18:51,"Never Lucky: subscriber, tourist",E - Bear and Destroying Subtrees,GNU C++11,Accepted,670 ms,317300 KB
743,17782930,May/07/2016 18:18,"Never Lucky: subscriber, tourist",B - Bear and Two Paths,GNU C++11,Accepted,30 ms,2200 KB
744,17781704,May/07/2016 18:13,"Never Lucky: subscriber, tourist",B - Bear and Two Paths,GNU C++11,Wrong answer on pretest 1,15 ms,2000 KB
745,17780053,May/07/2016 18:07,"Never Lucky: subscriber, tourist",A - Bear and Colors,GNU C++11,Accepted,61 ms,3100 KB
746,17496462,Apr/24/2016 21:24,"Never Lucky: subscriber, tourist",F - Little Artem and 2-SAT,GNU C++11,Accepted,1325 ms,50100 KB
747,17495991,Apr/24/2016 21:20,"Never Lucky: subscriber, tourist",F - Little Artem and 2-SAT,GNU C++11,Wrong answer on pretest 6,15 ms,50100 KB
748,17493604,Apr/24/2016 20:57,"Never Lucky: subscriber, tourist",F - Little Artem and 2-SAT,GNU C++11,Wrong answer on pretest 4,0 ms,49900 KB
749,17491883,Apr/24/2016 20:41,"Never Lucky: subscriber, tourist",D - Little Artem and Random Variable,GNU C++11,Accepted,156 ms,20800 KB
750,17488505,Apr/24/2016 20:13,"Never Lucky: subscriber, tourist",C - Little Artem and Dance,GNU C++11,Accepted,810 ms,20800 KB
751,17488269,Apr/24/2016 20:11,"Never Lucky: subscriber, tourist",D - Little Artem and Random Variable,GNU C++11,Wrong answer on pretest 8,15 ms,20800 KB
752,17485343,Apr/24/2016 19:52,"Never Lucky: subscriber, tourist",C - Little Artem and Dance,GNU C++11,Wrong answer on pretest 5,15 ms,9900 KB
753,17484622,Apr/24/2016 19:48,"Never Lucky: subscriber, tourist",E - Little Artem and Time Machine,GNU C++11,Accepted,93 ms,37300 KB
754,17482236,Apr/24/2016 19:39,"Never Lucky: subscriber, tourist",B - Little Artem and Matrix,GNU C++11,Accepted,15 ms,9300 KB
755,17481728,Apr/24/2016 19:37,"Never Lucky: subscriber, tourist",A - Little Artem and Grasshopper,GNU C++11,Accepted,78 ms,4000 KB
756,17329570,Apr/15/2016 19:00,tourist,D - International Olympiad,GNU C++11,Accepted,15 ms,0 KB
757,17329285,Apr/15/2016 18:39,tourist,E - To Hack or not to Hack,GNU C++11,Accepted,343 ms,700 KB
758,17328499,Apr/15/2016 17:48,tourist,B - Graph Coloring,GNU C++11,Accepted,109 ms,12200 KB
759,17328265,Apr/15/2016 17:33,tourist,A - Gambling Nim,GNU C++11,Accepted,296 ms,15700 KB
760,17030790,Mar/30/2016 12:12,tourist,G - Armistice Area Apportionment,GNU C++11,Wrong answer on test 67,2496 ms,1700 KB
761,17020591,Mar/29/2016 16:49,tourist,C - Bear and Polynomials,GNU C++11,Wrong answer on test 18,31 ms,21600 KB
762,17000422,Mar/28/2016 20:41,"Never Lucky: subscriber, tourist",E - Bear and Paradox,GNU C++11,Accepted,1263 ms,13200 KB
763,17000240,Mar/28/2016 20:40,"Never Lucky: subscriber, tourist",E - Bear and Paradox,GNU C++11,Skipped,3026 ms,12900 KB
764,16998548,Mar/28/2016 20:28,"Never Lucky: subscriber, tourist",E - Bear and Paradox,GNU C++11,Wrong answer on pretest 4,0 ms,3900 KB
765,16995363,Mar/28/2016 20:06,"Never Lucky: subscriber, tourist",C - Bear and Polynomials,GNU C++11,Accepted,62 ms,21600 KB
766,16994907,Mar/28/2016 20:04,"Never Lucky: subscriber, tourist",C - Bear and Polynomials,GNU C++11,Skipped,46 ms,21600 KB
767,16992967,Mar/28/2016 19:52,"Never Lucky: subscriber, tourist",D - Bear and Contribution,GNU C++11,Accepted,264 ms,27800 KB
768,16992843,Mar/28/2016 19:51,"Never Lucky: subscriber, tourist",B - Bear and Forgotten Tree 3,GNU C++11,Accepted,326 ms,2300 KB
769,16990330,Mar/28/2016 19:39,"Never Lucky: subscriber, tourist",A - Bear and Displayed Friends,GNU C++11,Accepted,93 ms,11900 KB
770,16795556,Mar/18/2016 21:34,tourist,G - Armistice Area Apportionment,GNU C++11,Wrong answer on test 66,2137 ms,1600 KB
771,16789707,Mar/18/2016 20:15,tourist,F - Cowslip Collections,GNU C++11,Accepted,1450 ms,11700 KB
772,16788246,Mar/18/2016 20:01,tourist,E - Intellectual Inquiry,GNU C++11,Accepted,78 ms,16900 KB
773,16786451,Mar/18/2016 19:47,tourist,D - Robot Rapping Results Report,GNU C++11,Accepted,109 ms,35400 KB
774,16785938,Mar/18/2016 19:43,tourist,C - Enduring Exodus,GNU C++11,Accepted,31 ms,10900 KB
775,16785657,Mar/18/2016 19:40,tourist,A - Amity Assessment,GNU C++11,Accepted,15 ms,0 KB
776,16785533,Mar/18/2016 19:38,tourist,B - Mischievous Mess Makers,GNU C++11,Accepted,15 ms,0 KB
777,16743202,Mar/16/2016 14:40,tourist,C - Hostname Aliases,GNU C++11,Accepted,1809 ms,29200 KB
778,16742841,Mar/16/2016 14:24,tourist,B - Processing Queries,GNU C++11,Accepted,1138 ms,38700 KB
779,16742551,Mar/16/2016 14:11,tourist,A - Parliament of Berland,GNU C++11,Accepted,15 ms,0 KB
780,16698506,Mar/13/2016 18:32,"Never Lucky: tourist, subscriber",D - Running with Obstacles,GNU C++11,Accepted,1357 ms,30300 KB
781,16694952,Mar/13/2016 16:55,"Never Lucky: tourist, subscriber",C - Promocodes with Mistakes,GNU C++11,Accepted,30 ms,0 KB
782,16694932,Mar/13/2016 16:54,"Never Lucky: tourist, subscriber",B - Chat Order,GNU C++11,Accepted,826 ms,32900 KB
783,16694923,Mar/13/2016 16:54,"Never Lucky: tourist, subscriber",A - Voting for Photos,GNU C++11,Accepted,15 ms,3900 KB
784,16578790,Mar/07/2016 14:07,tourist,E - Clockwork Bomb,GNU C++11,Accepted,1450 ms,129800 KB
785,16571229,Mar/07/2016 13:05,tourist,D - Zip-line,GNU C++11,Accepted,638 ms,82200 KB
786,16567529,Mar/07/2016 12:46,tourist,B - Image Preview,GNU C++11,Accepted,61 ms,8800 KB
787,16565085,Mar/07/2016 12:37,tourist,C - Table Compression,GNU C++11,Accepted,1091 ms,91000 KB
788,16562732,Mar/07/2016 12:26,tourist,A - Watchmen,GNU C++11,Accepted,436 ms,17100 KB
789,16413455,Feb/28/2016 22:27,tourist,D - Preorder Test,GNU C++11,Accepted,3213 ms,30100 KB
790,16412323,Feb/28/2016 22:09,tourist,C - Package Delivery,GNU C++11,Accepted,109 ms,48300 KB
791,16410780,Feb/28/2016 21:48,tourist,E - Orchestra,GNU C++11,Accepted,529 ms,100 KB
792,16408496,Feb/28/2016 21:21,tourist,B - Factory Repairs,GNU C++11,Accepted,139 ms,6300 KB
793,16407728,Feb/28/2016 21:14,tourist,A - XOR Equation,GNU C++11,Accepted,15 ms,0 KB
794,16369633,Feb/26/2016 22:42,tourist,H - Fibonacci-ish II,GNU C++11,Accepted,2371 ms,11800 KB
795,16365170,Feb/26/2016 21:57,tourist,G - Yash And Trees,GNU C++11,Accepted,1154 ms,60600 KB
796,16363148,Feb/26/2016 21:37,tourist,E - Startup Funding,GNU C++11,Accepted,1263 ms,43500 KB
797,16360649,Feb/26/2016 21:14,tourist,F - The Chocolate Spree,GNU C++11,Accepted,186 ms,50100 KB
798,16359500,Feb/26/2016 21:04,tourist,D - Fibonacci-ish,GNU C++11,Accepted,46 ms,200 KB
799,16358402,Feb/26/2016 20:55,tourist,C - Spy Syndrome 2,GNU C++11,Accepted,124 ms,144900 KB
800,16357260,Feb/26/2016 20:46,tourist,F - The Chocolate Spree,GNU C++11,Wrong answer on pretest 4,15 ms,12500 KB
801,16356686,Feb/26/2016 20:42,tourist,F - The Chocolate Spree,GNU C++11,Time limit exceeded on pretest 4,2000 ms,281100 KB
802,16351831,Feb/26/2016 20:18,tourist,B - A Trivial Problem,GNU C++11,Accepted,15 ms,0 KB
803,16351110,Feb/26/2016 20:16,tourist,A - Ebony and Ivory,GNU C++11,Accepted,31 ms,0 KB
804,16008099,Feb/13/2016 23:20,tourist,G - Raffles,GNU C++11,Accepted,857 ms,16300 KB
805,16007988,Feb/13/2016 23:18,tourist,G - Raffles,GNU C++11,Wrong answer on test 1,0 ms,4700 KB
806,16007869,Feb/13/2016 23:04,tourist,G - Raffles,GNU C++11,Wrong answer on pretest 2,15 ms,4700 KB
807,15999995,Feb/13/2016 21:40,tourist,E - Simple Skewness,GNU C++11,Accepted,202 ms,16000 KB
808,15997185,Feb/13/2016 21:17,tourist,F - Group Projects,GNU C++11,Accepted,218 ms,31600 KB
809,15994387,Feb/13/2016 20:58,tourist,D - Jerry's Protest,GNU C++11,Accepted,46 ms,500 KB
810,15992308,Feb/13/2016 20:44,tourist,C - Block Towers,GNU C++11,Accepted,30 ms,0 KB
811,15991887,Feb/13/2016 20:42,tourist,B - Cards,GNU C++11,Accepted,31 ms,139200 KB
812,15990789,Feb/13/2016 20:37,tourist,A - Robot Sequence,GNU C++11,Accepted,15 ms,10900 KB
813,15476784,Jan/21/2016 18:44,tourist,F - Xors on Segments,GNU C++11,Accepted,2417 ms,5100 KB
814,15476004,Jan/21/2016 18:37,tourist,D - Professor GukiZ and Two Arrays,GNU C++11,Accepted,405 ms,61600 KB
815,15475881,Jan/21/2016 18:36,tourist,D - Professor GukiZ and Two Arrays,GNU C++11,Wrong answer on test 6,46 ms,9300 KB
816,15473382,Jan/21/2016 18:17,tourist,E - New Year Tree,GNU C++11,Accepted,795 ms,50100 KB
817,15473279,Jan/21/2016 18:16,tourist,E - New Year Tree,GNU C++11,Wrong answer on test 11,15 ms,25100 KB
818,15470876,Jan/21/2016 18:04,tourist,C - Pearls in a Row,GNU C++11,Accepted,186 ms,23900 KB
819,15470277,Jan/21/2016 18:01,tourist,B - Grandfather Dovlet’s calculator,GNU C++11,Accepted,15 ms,0 KB
820,15470173,Jan/21/2016 18:00,tourist,A - Professor GukiZ's Robot,GNU C++11,Accepted,15 ms,0 KB
821,15128537,Dec/30/2015 22:48,tourist,G - New Year and Cake,GNU C++11,Accepted,327 ms,58000 KB
822,15124865,Dec/30/2015 20:47,tourist,H - New Year and Forgotten Tree,GNU C++11,Accepted,592 ms,1600 KB
823,15121039,Dec/30/2015 20:03,tourist,G - New Year and Cake,GNU C++11,Wrong answer on test 29,327 ms,58000 KB
824,15120746,Dec/30/2015 20:00,tourist,G - New Year and Cake,GNU C++11,Wrong answer on pretest 2,0 ms,58000 KB
825,15117658,Dec/30/2015 19:29,tourist,E - New Year and Three Musketeers,GNU C++11,Accepted,46 ms,0 KB
826,15117483,Dec/30/2015 19:27,tourist,E - New Year and Three Musketeers,GNU C++11,Wrong answer on pretest 12,46 ms,0 KB
827,15114227,Dec/30/2015 18:59,tourist,F - New Year and Cleaning,GNU C++11,Accepted,62 ms,20400 KB
828,15107147,Dec/30/2015 18:23,tourist,D - New Year and Ancient Prophecy,GNU C++11,Accepted,249 ms,241600 KB
829,15103816,Dec/30/2015 18:15,tourist,C - New Year and Domino,GNU C++11,Accepted,93 ms,5300 KB
830,15101703,Dec/30/2015 18:09,tourist,A - New Year and Days,GNU C++11,Accepted,15 ms,0 KB
831,15101586,Dec/30/2015 18:07,tourist,B - New Year and Old Property,GNU C++11,Accepted,15 ms,0 KB
832,14953869,Dec/23/2015 20:57,tourist,C - Marbles,GNU C++11,Accepted,46 ms,13700 KB
833,14952244,Dec/23/2015 20:43,tourist,D - Power Tree,GNU C++11,Accepted,670 ms,22300 KB
834,14943843,Dec/23/2015 19:48,tourist,B - Zuma,GNU C++11,Accepted,46 ms,2400 KB
835,14942696,Dec/23/2015 19:43,tourist,A - Chain Reaction,GNU C++11,Accepted,62 ms,19300 KB
836,14279399,Nov/15/2015 20:14,* tourist,E - Wilbur and Strings,GNU C++11,Accepted,155 ms,34600 KB
837,14276759,Nov/15/2015 19:58,* tourist,D - Wilbur and Trees,GNU C++11,Accepted,202 ms,126500 KB
838,14273406,Nov/15/2015 19:44,* tourist,C - Wilbur and Points,GNU C++11,Accepted,124 ms,10000 KB
839,14272047,Nov/15/2015 19:38,* tourist,B - Wilbur and Array,GNU C++11,Accepted,62 ms,800 KB
840,14272013,Nov/15/2015 19:36,* tourist,A - Wilbur and Swimming Pool,GNU C++11,Accepted,15 ms,0 KB
841,12871628,Sep/06/2015 15:49,tourist,E - Spectator Riots,GNU C++11,Accepted,623 ms,11700 KB
842,12870532,Sep/06/2015 15:17,tourist,I - Robots protection,GNU C++11,Accepted,951 ms,255900 KB
843,12869115,Sep/06/2015 14:31,tourist,E - Spectator Riots,GNU C++11,Accepted,639 ms,11700 KB
844,12868120,Sep/06/2015 14:00,tourist,C - Party,GNU C++11,Accepted,1075 ms,0 KB
845,12867634,Sep/06/2015 13:44,tourist,C - Party,GNU C++11,Time limit exceeded on test 2,2000 ms,0 KB
846,12867323,Sep/06/2015 13:34,tourist,C - Party,GNU C++11,Wrong answer on test 16,1918 ms,0 KB
847,12867285,Sep/06/2015 13:32,tourist,C - Party,GNU C++11,Wrong answer on test 22,1825 ms,0 KB
848,12866819,Sep/06/2015 13:17,tourist,A - Fibonotci,GNU C++11,Accepted,296 ms,15600 KB
849,12866776,Sep/06/2015 13:16,tourist,A - Fibonotci,GNU C++11,Wrong answer on test 7,202 ms,15600 KB
850,12866484,Sep/06/2015 13:07,tourist,A - Fibonotci,GNU C++11,Wrong answer on test 4,77 ms,15400 KB
851,12866236,Sep/06/2015 12:59,tourist,A - Fibonotci,GNU C++11,Wrong answer on test 4,77 ms,15400 KB
852,12864855,Sep/06/2015 12:19,tourist,I - Robots protection,GNU C++11,Time limit exceeded on test 4,1500 ms,99800 KB
853,12863959,Sep/06/2015 11:57,tourist,B - Bribes,GNU C++11,Accepted,452 ms,35200 KB
854,12863210,Sep/06/2015 11:40,tourist,G - Run for beer,GNU C++11,Accepted,108 ms,13700 KB
855,12863162,Sep/06/2015 11:38,tourist,G - Run for beer,GNU C++11,Wrong answer on test 9,77 ms,12500 KB
856,12862848,Sep/06/2015 11:32,tourist,G - Run for beer,GNU C++11,Wrong answer on test 9,62 ms,12500 KB
857,12862767,Sep/06/2015 11:30,tourist,G - Run for beer,GNU C++11,Wrong answer on test 2,77 ms,12400 KB
858,12862376,Sep/06/2015 11:23,tourist,F - Bulbo,GNU C++11,Accepted,233 ms,400 KB
859,12861837,Sep/06/2015 11:11,tourist,H - Bots,GNU C++11,Accepted,577 ms,7800 KB
860,12861707,Sep/06/2015 11:03,tourist,D - Tablecity,GNU C++11,Accepted,15 ms,0 KB
861,12762783,Aug/29/2015 21:29,tourist,D - Bear and Cavalry,GNU C++11,Wrong answer on test 16,920 ms,120300 KB
862,12761915,Aug/29/2015 21:21,tourist,D - Bear and Cavalry,GNU C++11,Time limit exceeded on pretest 7,3000 ms,61600 KB
863,12760172,Aug/29/2015 21:07,tourist,D - Bear and Cavalry,GNU C++11,Time limit exceeded on pretest 7,3000 ms,18200 KB
864,12758628,Aug/29/2015 20:53,tourist,C - Bear and Drawing,GNU C++11,Wrong answer on pretest 5,15 ms,21700 KB
865,12753834,Aug/29/2015 20:18,tourist,C - Bear and Drawing,GNU C++11,Wrong answer on pretest 5,15 ms,21800 KB
866,12747277,Aug/29/2015 19:39,tourist,B - Bear and Blocks,GNU C++11,Accepted,31 ms,14500 KB
867,12746067,Aug/29/2015 19:31,tourist,A - Bear and Poker,GNU C++11,Accepted,46 ms,0 KB
868,12291750,Jul/31/2015 15:55,tourist,A - Matching Names,GNU C++11,Accepted,171 ms,28700 KB
869,12229977,Jul/26/2015 14:13,"Never Sorry: tourist, niyaznigmatul",C - Restoring Map,GNU C++11,Accepted,202 ms,4900 KB
870,12229964,Jul/26/2015 14:10,"Never Sorry: tourist, niyaznigmatul",C - Restoring Map,GNU C++11,Runtime error on pretest 5,15 ms,4800 KB
871,12229825,Jul/26/2015 13:13,"Never Sorry: tourist, niyaznigmatul",G - Replicating Processes,GNU C++11,Accepted,982 ms,19300 KB
872,12229723,Jul/26/2015 12:32,"Never Sorry: tourist, niyaznigmatul",E - Max and Min,Java 8,Accepted,280 ms,0 KB
873,12229706,Jul/26/2015 12:28,"Never Sorry: tourist, niyaznigmatul",E - Max and Min,Java 8,Wrong answer on pretest 5,264 ms,0 KB
874,12229574,Jul/26/2015 11:51,"Never Sorry: tourist, niyaznigmatul",F - Matching Names,GNU C++11,Memory limit exceeded on test 19,498 ms,262100 KB
875,12229490,Jul/26/2015 11:29,"Never Sorry: tourist, niyaznigmatul",D - Restructuring Company,GNU C++11,Accepted,280 ms,12100 KB
876,12229433,Jul/26/2015 11:17,"Never Sorry: tourist, niyaznigmatul",B - Clique in the Divisibility Graph,GNU C++11,Accepted,218 ms,6000 KB
877,11490081,Jun/07/2015 19:49,tourist,F - Pudding Monsters,GNU C++11,Accepted,218 ms,51700 KB
878,11475504,Jun/06/2015 19:01,tourist,E - Sasha Circle,GNU C++11,Wrong answer on test 3,15 ms,1400 KB
879,11473618,Jun/06/2015 18:18,tourist,E - Sasha Circle,GNU C++11,Wrong answer on pretest 3,15 ms,1400 KB
880,11466701,Jun/06/2015 17:08,tourist,F - Yura and Developers,GNU C++11,Accepted,280 ms,39900 KB
881,11465780,Jun/06/2015 16:59,tourist,B - Looksery Party,GNU C++11,Accepted,30 ms,600 KB
882,11464258,Jun/06/2015 16:44,tourist,D - Haar Features,Java 7,Accepted,93 ms,0 KB
883,11463555,Jun/06/2015 16:37,tourist,C - The Game Of Parity,GNU C++11,Accepted,62 ms,0 KB
884,11461524,Jun/06/2015 16:17,tourist,G - Happy Line,GNU C++11,Accepted,124 ms,4900 KB
885,11459607,Jun/06/2015 16:06,tourist,H - Degenerate Matrix,GNU C++11,Accepted,31 ms,0 KB
886,11458439,Jun/06/2015 16:01,tourist,A - Face Detection,GNU C++11,Accepted,15 ms,600 KB
887,10987306,May/03/2015 20:17,"Never Sorry: tourist, niyaznigmatul",C - Idempotent functions,Java 8,Accepted,156 ms,0 KB
888,10986907,May/03/2015 20:03,"Never Sorry: tourist, niyaznigmatul",D - Superhero's Job,GNU C++11,Accepted,951 ms,58000 KB
889,10986496,May/03/2015 19:50,"Never Sorry: tourist, niyaznigmatul",A - Place Your Ad Here,GNU C++11,Accepted,343 ms,59800 KB
890,10986205,May/03/2015 19:42,"Never Sorry: tourist, niyaznigmatul",A - Place Your Ad Here,GNU C++11,Wrong answer on pretest 9,15 ms,47500 KB
891,10986094,May/03/2015 19:38,"Never Sorry: tourist, niyaznigmatul",E - Playing on Graph,GNU C++11,Accepted,234 ms,6100 KB
892,10985664,May/03/2015 19:26,"Never Sorry: tourist, niyaznigmatul",F - Quest,GNU C++11,Accepted,31 ms,6000 KB
893,10759741,Apr/17/2015 21:29,"Never Sorry: niyaznigmatul, tourist",A - Berland Miners,GNU C++11,Accepted,1731 ms,66200 KB
